model,fw_ver,fw_url,file_size,file_date,file_sha1,file_md5
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_RevAll_v2.01_r0021.zip,3427463,2014-12-09 00:00:00,a7573eccd8c36f4ce755e4af49d87f964e470aed,9ab9a7cc95b4d454963ec702ca93d00d
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_RevB_fw_v3.01-rc002_2010-03-19.zip,4309624,2014-12-09 00:00:00,6e291f45ec129729b96af5edd26b50d29589cd32,3affb9b7b3bb26d3c2f1a978f211f0d3
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_sw_Installations-CD-Click-and-Connect.zip,6272255,2014-12-09 00:00:00,1c3a7cccc23d6b5bfb1171d8d469dcc323ed6ebb,fca18877c35ca116d43252d229d2de3c
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/driver_software/DAP-1353_sw_RevB_AP-Array-Tool_v3.15r04.zip,790371,2014-12-08 00:00:00,28354e294c225caedaa2da29373fa1e6b358165b,890d9ae500b4707a653871969216072e
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/driver_software/DAP-1353_fw_RevA_v2.11-rc013.zip,3611992,2014-12-08 00:00:00,f83226b7c92d3075dcc5b22d5ac90e03812dfb86,72a7bb8ee5fe843b8fdd2d2c4400a513
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_sw_RevB_AP-ManagerII-Modul_v3.10-R17-FWv310rc006.zip,3255772,2014-12-09 00:00:00,bb8b09d0b564bf6f398dc0b2d9dd8372300559c5,aefb19b30cd1f07974921c2a451c3c18
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_sw_RevB_DV_DAP1353Bv3.10-R16-FWv310rc006.zip,2929345,2014-12-09 00:00:00,8a44eac3becd176123fb987c8265d86c5c4b2470,edd0f50332f44ad95e679b3637e3bc4a
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_revAll_v210-r0029(0205172447)-08-11-01.zip,3566273,2014-12-09 00:00:00,82fe5886489ddbfc95ed8939634f9550eb2d894b,064bc14f407cdeff491a443f354e68cb
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_RevB_v3.10-rc006-2010-08-06.zip,4616223,2014-12-09 00:00:00,cd49097b4c282a1fbf3fc1a2532b1f46d03ef569,f890e4adc0fb0dd93c405cf529e777e5
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_revAll_v2.10-r0016(0910094904).zip,3542028,2014-12-09 00:00:00,d710dadae021e5117e808bbb784def65eba96ae6,de6168c6ca961f6f3bd777294be1a7e6
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_sw_Rev-B_D-View-Module_v3.01-R11-FWv301rc002.zip,2751207,2014-12-09 00:00:00,4d6318d36d9ea1583237cb1d2095efcb97c1aabc,054350ac55249eb1c76e9469927cfe5f
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_RevA_v2.10_93ph.zip,3643380,2014-12-09 00:00:00,e1ce7c241c34f589aa94c900201f1911aaccaad3,09a8989cc43a20f7890575a95af06da5
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_Rev-B-firmware-v3.00-r0005.zip,4307785,2014-12-09 00:00:00,5c1c1d1c660ecd27e034c6b16bd72f36fca25a20,b0829a4250c5c5a5d3f48c90fbe11e2a
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/driver_software/DAP-1353_sw_RevB_DLINKAPMII1353B.zip,19148,2014-12-08 00:00:00,223e812c63436b7acb68d350cfaeb7e4913cb04f,9362ca36898632e5dfad2639350d68fc
